 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
C94,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2662,,,99.78,,,,,,99.55,99.55,100,100,,,,,,,,,1.070,,,,,,,,,45D23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C94,4,5,D,23,,0.13,-0.24,0.03,-0.04,-0.2,0.05,-0.06
C95,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.30,,2665,,,99.89,,,,,,99.55,100.15,100,99.85,,,,,,,,,1.220,,,,,,,,,45C23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C95,4,5,C,23,,-0.01,-0.24,0.13,-0.03,-0.09,0.22,-0.02
C96,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.20,,2664,,,99.85,,,,,,99.7,100,99.7,100,,,,,,,,,0.880,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C96,,,,,,0.04,-0.08,0.22,0.05,0.02,0.25,0.2
C97,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.20,,2659,,,99.66,,,,,,99.1,99.55,100,100,,,,,,,,,1.020,,,,,,,,,45B19,,,,5a,5aa,5a,5aa,5aa,5aa,5aa,,,,C97,4,5,B,19,,0.08,-0.13,-0.01,0.03,-0.3,-0.15,0.07
C98,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,,,9.10,,2660,,,99.70,,,,,,99.4,99.55,99.85,100,,,,,,,,,0.910,,,,,,,,,46B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C98,4,6,B,19,,-0.05,-0.13,0.08,0.25,-0.08,0.2,0.17
C99,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2666,,,99.93,,,,,,99.85,100,99.85,100,,,,,,,,,0.950,,,,,,,,,45A19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C99,4,5,A,19,,0.1,-0.11,0,0.14,-0.19,0,0.13
C100,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.30,,2660,,,99.70,,,,,,99.25,99.55,100,100,,,,,,,,,1.070,,,,,,,,,46C19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C100,4,6,C,19,,-0.06,-0.18,0.1,-0.09,-0.12,0.13,0.13
C101,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2659,,,99.66,,,,,,98.95,101.05,99.4,99.25,,,,,,,,,0.940,,,,,,,,,46D19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C101,4,6,D,19,,0.01,-0.24,-0.01,0.03,-0.12,0.1,0.1
C102,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2662,,,99.78,,,,,,99.85,99.25,99.85,100.15,,,,,,,,,1.150,,,,,,,,,44A23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C102,4,4,A,23,,0.21,-0.13,-0.03,-0.15,-0.19,0.01,0.01
C103,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.30,,2664,,,99.85,,,,,,99.4,100,100,100,,,,,,,,,1.150,,,,,,,,,44B23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C103,4,4,B,23,,0.1,-0.22,0.08,-0.07,-0.21,0.11,0.11
C104,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,,,9.40,,2661,,,99.74,,,,,,99.4,99.55,100,100,,,,,,,,,1.160,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C104,,,,,,0.12,-0.34,0.02,-0.16,-0.21,0,0
C105,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.60,,2662,,,99.78,,,,,,99.55,99.55,100,100,,,,,,,,,0.900,,,,,,,,,43B19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C105,4,3,B,19,,0.05,-0.14,0.11,-0.04,-0.03,0.19,0.06
C106,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.00,,2672,,,100.15,,,,,,99.85,99.7,100.3,100.75,,,,,,,,,1.060,,,,,,,,,43A19,,,,5a,5a,5aa,5aa,5aa,5aa,5aa,,,,C106,4,3,A,19,,0.12,-0.2,0.05,0.14,-0.23,0.16,0.17
C107,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.20,,2662,,,99.78,,,,,,99.7,100,100.15,99.25,,,,,,,,,0.980,,,,,,,,,44A19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C107,4,4,A,19,,0.05,-0.25,0.02,0.06,-0.06,0.15,0.12
C108,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.20,,2666,,,99.93,,,,,,99.7,99.85,100,100.15,,,,,,,,,1.040,,,,,,,,,44B19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C108,4,4,B,19,,-0.11,-0.17,0.11,0.04,-0.16,0.08,0.04
C109,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,,,9.90,,2668,,,100.00,,,,,,99.85,100,100.15,100,,,,,,,,,1.050,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C109,,,,,,-0.1,-0.18,-0.02,-0.14,-0.03,0.21,0.06
C110,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.00,,2659,,,99.66,,,,,,99.7,99.85,100.45,98.65,,,,,,,,,1.040,,,,,,,,,44C19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C110,4,4,C,19,,0,-0.16,0.1,0.04,-0.1,0.11,0.14
C111,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.10,,2664,,,99.85,,,,,,99.55,99.85,100,100,,,,,,,,,0.980,,,,,,,,,44D19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C111,4,4,D,19,,0.15,-0.13,0.11,0.09,-0.17,0.18,0.2
C112,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.10,,2662,,,99.78,,,,,,100,99.7,99.55,99.85,,,,,,,,,1.120,,,,,,,,,44C23,,,,5a,5aa,5a,5aa,5aa,5aa,5aa,,,,C112,4,4,C,23,,0.15,-0.26,0,-0.2,-0.27,0.12,-0.12
C113,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.10,,2665,,,99.89,,,,,,99.85,99.7,99.7,100.3,,,,,,,,,1.230,,,,,,,,,45B23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C113,4,5,B,23,,0.11,-0.17,0.07,0.01,-0.19,0.09,0.07
C114,,23,,,11/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C114,,,,,,,,,,,,
C115,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.10,,2666,,,99.93,,,,,,100,99.85,100,99.85,,,,,,,,,1.190,,,,,,,,,45A23,,,,5a,5aa,5a,5aa,5aa,5aa,5aa,,,,C115,4,5,A,23,,0.11,-0.27,0.01,-0.23,-0.19,0.1,-0.13
C116,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.00,,2663,,,99.81,,,,,,99.55,100,99.7,100,,,,,,,,,1.210,,,,,,,,,44D23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C116,4,4,D,23,,0.1,-0.25,-0.02,0,-0.14,0.08,0.02
C117,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.10,,2661,,,99.74,,,,,,99.25,100.45,99.55,99.7,,,,,,,,,0.950,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C117,,,,,,0.04,-0.25,0.05,0.05,-0.08,0.18,0.14
C118,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,99.85,99.7,100,100,,,,,,,,,1.090,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C118,,,,,,0.01,-0.2,-0.04,0.25,0.02,0.2,0.12
C119,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2651,,,99.36,,,,,,99.7,99.4,99.4,98.95,,,,,,,,,0.990,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C119,,,,,,-0.05,-0.43,-0.13,0.2,-0.06,0.09,0.28
C120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C120,,,,,,,,,,,,
C121,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2668,,,100.00,,,,,,100.15,99.85,100,100,,,,,,,,,1.250,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C121,,,,,,0.02,-0.33,-0.12,-0.06,-0.15,0.09,0.06
C122,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.20,,2668,,,100.00,,,,,,100.15,99.85,100,100,,,,,,,,,1.240,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C122,,,,,,-0.01,-0.2,0.04,-0.04,-0.2,0.13,0.09
C123,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2665,,,99.89,,,,,,100.3,99.4,100,99.85,,,,,,,,,1.200,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C123,,,,,,0.13,-0.33,-0.07,0.01,-0.17,0.05,0.1
C124,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,100.3,99.4,100.15,99.7,,,,,,,,,1.290,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C124,,,,,,-0.06,-0.24,0.08,0,-0.01,0.07,0.08
C125,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.20,,2663,,,99.81,,,,,,99.55,99.7,100.15,99.85,,,,,,,,,1.180,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C125,,,,,,0.01,-0.29,-0.1,0.1,-0.22,0.16,0.05
C126,,24,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.30,,2658,,,99.63,,,,,,100.45,98.5,99.4,100.15,,,,,,,,,1.350,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C126,,,,,,0.06,-0.17,0.19,0.12,-0.13,0.2,0.04
C127,,24,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.10,,2659,,,99.66,,,,,,99.85,99.55,99.7,99.55,,,,,,,,,1.340,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C127,,,,,,0.23,-0.2,0.17,0.11,-0.03,0.21,0.12
C128,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2667,,,99.96,,,,,,100,99.85,100,100,,,,,,,,,1.470,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C128,,,,,,0.21,-0.2,0.03,0.13,-0.15,0.22,0.17
C129,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.20,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,1.440,,,,,,,,,45D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C129,4,5,D,24,,0.15,0.09,0.22,0.11,0.09,0.29,0.2
C130,,24,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.40,,2659,,,99.66,,,,,,100.45,100.6,99.4,98.2,,,,,,,,,1.380,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C130,,,,,,0.05,-0.06,0.06,0.03,-0.11,0.16,0.05
C131,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2666,,,99.93,,,,,,100,99.85,99.85,100,,,,,,,,,1.380,,,,,,,,,47D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C131,4,7,D,24,,0.03,-0.14,0.12,0.1,0.06,0.23,0.16
C132,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2663,,,99.81,,,,,,100.15,98.65,101.5,99.4,,,,,,,,,1.210,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C132,,,,,,-0.05,-0.32,0.18,0.02,-0.18,0.01,0.09
C133,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.20,,2662,,,99.78,,,,,,100,99.55,99.7,99.85,,,,,,,,,1.040,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C133,,,,,,-0.13,-0.25,-0.05,0.13,-0.05,0.08,0.16
C134,,19,,,11/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C134,,,,,,,,,,,,
C135,,19,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,99.85,99.85,100,99.85,,,,,,,,,1.000,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C135,,,,,,-0.03,-0.15,-0.03,0.17,-0.04,0.14,0.49
C136,,19,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.70,,2666,,,99.93,,,,,,100,99.7,100,100,,,,,,,,,1.080,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C136,,,,,,0.02,-0.25,0.01,0.23,0.05,0.14,0.12
C137,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,100.45,99.4,100.45,99.55,,,,,,,,,1.250,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C137,,,,,,0.12,-0.25,0.1,-0.01,-0.07,0.23,0.14
C138,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2668,,,100.00,,,,,,99.85,99.7,100.3,100.15,,,,,,,,,1.310,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C138,,,,,,0.05,-0.2,0.18,0.06,-0.2,0.16,0.1
C139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C139,,,,,,,,,,,,
C140,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,1.270,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C140,,,,,,0.08,-0.31,-0.06,-0.01,-0.18,0.07,0.13
C141,,19,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.40,,2659,,,99.66,,,,,,99.55,99.85,99.7,99.55,,,,,,,,,1.030,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C141,,,,,,-0.07,-0.33,-0.07,0.12,-0.17,0.05,0.15
C142,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2663,,,99.81,,,,,,99.7,99.7,100.15,99.7,,,,,,,,,1.230,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C142,,,,,,-0.04,-0.34,0.01,0.04,-0.09,0.07,0.2
C143,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.50,,2647,,,99.21,,,,,,99.1,98.95,99.55,99.25,,,,,,,,,1.190,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C143,,,,,,-0.06,-0.19,0.03,0.14,-0.17,0.06,0.17
C144,,19,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.60,,2664,,,99.80,,,,,,100,99.55,99.85,100,,,,,,,,,1.030,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C144,,,,,,-0.01,-0.25,0.02,0.25,-0.06,0.2,0.21
C145,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2658,,,99.63,,,,,,99.55,99.1,100.15,99.7,,,,,,,,,1.030,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C145,,,,,,-0.06,-0.35,-0.1,0.11,-0.05,0.12,0.23
C146,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2664,,,99.85,,,,,,100,99.85,99.55,100,,,,,,,,,1.440,,,,,,,,,46A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C146,4,6,A,24,,0.11,-0.21,0.15,-0.08,-0.03,0.2,-0.02
C147,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2662,,,99.78,,,,,,99.55,99.85,99.85,99.85,,,,,,,,,1.050,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C147,,,,,,-0.03,-0.2,0.01,0.22,0,-0.12,0.14
C148,,24,,,12/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C148,,,,,,,,,,,,
C149,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.50,,2661,,,99.74,,,,,,100,99.85,99.7,99.4,,,,,,,,,1.550,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C149,,,,,,0.09,-0.15,0.13,0.08,-0.09,0.18,-0.02
C150,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.60,,2666,,,99.93,,,,,,100,99.85,99.85,100,,,,,,,,,1.450,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C150,,,,,,0.13,-0.13,0.15,0.11,-0.03,0.15,-0.11
C151,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2661,,,99.74,,,,,,100,98.95,99.85,100.15,,,,,,,,,1.630,,,,,,,,,46B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C151,4,6,B,24,,-0.04,-0.24,0.19,0.1,0.08,0.18,0.12
C152,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.70,,2665,,,99.89,,,,,,100,99.85,99.85,99.85,,,,,,,,,1.620,,,,,,,,,45C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C152,4,5,C,24,,0.09,-0.14,0.19,0.05,-0.05,0.21,0.12
C153,,23,,,11/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C153,,,,,,,,,,,,
C154,,23,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.50,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,1.230,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C154,,,,,,0.2,-0.2,0.18,0.01,-0.21,0.06,0.12
C155,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2660,,,99.70,,,,,,100,99.25,99.7,99.85,,,,,,,,,0.900,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C155,,,,,,-0.18,-0.15,0.04,0.23,-0.22,0.04,0.37
C156,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2663,,,99.81,,,,,,100.15,99.55,100,99.55,,,,,,,,,1.010,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C156,,,,,,-0.09,-0.35,-0.05,0.24,-0.19,0.15,0.15
C157,,23,,,12/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C157,,,,,,,,,,,,
C158,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2659,,,99.66,,,,,,101.35,100.15,100.3,96.85,,,,,,,,,1.330,,,,,,,,,46C24,,,,5a,5aa,5a,5aa,5a,,5aa,,,,C158,4,6,C,24,,0.14,-0.28,0.11,0.04,-0.17,0.09,0.03
C159,,24,,,11/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C159,,,,,,,,,,,,
C160,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.40,,2668,,,100.00,,,,,,100.15,99.85,100,100,,,,,,,,,1.370,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C160,,,,,,0.1,-0.09,0.14,0.14,-0.14,0.24,0.1
C161,,24,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2661,,,99.74,,,,,,99.7,99.85,99.7,99.7,,,,,,,,,1.540,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C161,,,,,,0.21,-0.05,0.15,0.24,0.06,0.25,0.03
C162,,19,,,9/29/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/1/2021,,,9/1/2021,,,,,,,,,,,0,,9.30,,2664,,,99.85,,,,,,100,99.7,99.85,99.85,,,,,,,,,1.130,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C162,,,,,,-0.07,-0.31,-0.04,0.22,-0.14,0.02,0.14
C163,,24,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,99.7,100,100,99.85,,,,,,,,,1.370,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C163,,,,,,0.07,-0.06,0.07,0.1,-0.08,0.2,0.13
C164,,23,,,12/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C164,,,,,,,,,,,,
