 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
C28,,23,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.59,,2691,,,100.86,,,,,,100.45,99.4,101.5,102.1,,,,,,,,,1.060,,,,,,,,,34D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C28,3,4,D,23,,0.13,-0.05,-0.02,-0.05,-0.08,-0.08,-0.07
C29,,23,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.50,,2665,,,99.89,,,,,,100,99.85,99.85,99.85,,,,,,,,,1.050,,,,,,,,,38A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C29,3,8,A,23,,0,-0.11,0.37,-0.06,-0.06,0.39,-0.01
C30,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,0,,9.30,,2659,,,99.66,,,,,,99.1,98.95,99.55,101.05,,,,,,,,,1.100,,,,,,,,,38B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C30,3,8,B,23,,-0.01,-0.22,0.07,-0.15,-0.23,0.23,-0.16
C31,,23,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.50,,2664,,,99.85,,,,,,99.4,98.65,101.05,100.3,,,,,,,,,1.220,,,,,,,,,47D23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C31,4,7,D,23,,-0.16,-0.25,0.08,0,-0.18,0.25,-0.03
C32,,23,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.52,,2670,,,100.07,,,,,,100.6,99.1,99.7,100.9,,,,,,,,,1.140,,,,,,,,,47A23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C32,4,7,A,23,,0.08,-0.13,0.1,-0.18,-0.24,-0.17,-0.12
C33,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,0,,9.60,,263,,,99.81,,,,,,100,99.7,99.4,100.15,,,,,,,,,1.240,,,,,,,,,38C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C33,3,8,C,23,,-0.01,-0.1,0.08,0.09,0.02,0.23,0.11
C34,,19,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.47,,2668,,,100.00,,,,,,100.3,99.55,99.7,100.45,,,,,,,,,1.060,,,,,,,,,37D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C34,3,7,D,19,,0.19,-0.13,0.07,-0.06,-0.03,0.15,-0.09
C35,,19,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.49,,2665,,,99.89,,,,,,100.45,98.2,100.15,100.75,,,,,,,,,0.940,,,,,,,,,36D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C35,3,6,D,19,,0.16,-0.09,0.05,-0.08,0.13,0.13,-0.07
C36,,19,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.56,,2659,,,99.66,,,,,,100.45,98.5,99.1,100.6,,,,,,,,,0.990,,,,,,,,,37B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C36,3,7,B,19,,-0.1,0.1,0.13,-0.06,0.12,0.01,-0.05
C37,,19,,,6/25/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.48,,2664,,,99.85,,,,,,100.15,98.35,98.8,102.1,,,,,,,,,0.890,,,,,,,,,37A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C37,3,7,A,19,,-0.05,0.19,0.25,-0.22,0.17,0.2,-0.03
C38,,19,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.46,,2668,,,100.00,,,,,,99.85,98.8,100.45,100.9,,,,,,,,,0.970,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C38,,,,,,-0.14,-0.09,0.03,-0.17,-0.18,-0.01,-0.06
C39,,23,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.27,,2668,,,100.00,,,,,,100.6,100,99.4,100,,,,,,,,,1.380,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C39,,,,,,0.09,-0.06,0.44,-0.11,-0.06,0.18,0
C40,,23,,,7/24/2021,,,SG,HS,7/24/2021,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2660,,,99.70,,,,,,99.4,100,99.85,99.55,,,,,,,,,1.270,,,,,,,,,38D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C40,3,8,D,23,,0.06,-0.23,0.21,-0.14,-0.22,0.16,-0.13
C41,,23,,,7/24/2021,,,SG,HS,7/24/2021,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,262,,,99.78,,,,,,100,98.8,99.7,100.6,,,,,,,,,1.190,,,,,,,,,39D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C41,3,9,D,23,,0.04,-0.21,0.21,-0.06,-0.15,0.25,-0.05
C42,,23,,,7/24/2021,,,SG,HS,7/24/2021,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.30,,2658,,,99.63,,,,,,99.25,98.2,99.4,101.65,,,,,,,,,1.200,,,,,,,,,39C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C42,3,9,C,23,,0.11,-0.21,0.16,-0.13,-0.05,0.21,-0.05
C43,,23,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.48,,2660,,,99.70,,,,,,100.75,98.35,99.25,100.45,,,,,,,,,1.230,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C43,,,,,,0.01,-0.24,-0.01,-0.07,-0.24,-0.01,-0.22
C44,,23,,,9/1/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,6/5/2021,,,6/5/2021,,,,,,,,,,,,,9.34,,2666,,,99.93,,,,,,101.05,98.95,100,99.7,,,,,,,,,1.080,,,,,,,,,,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C44,,,,,,0.01,-0.15,0.42,-0.03,0.02,0.46,-0.05
C45,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2664,,,99.85,,,,,,100,99.7,99.7,100,,,,,,,,,1.060,,,,,,,,,38B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C45,3,8,B,19,,0.09,-0.24,0.02,-0.12,-0.17,0,-0.06
C46,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2669,,,100.04,,,,,,99.85,100.3,100,100,,,,,,,,,1.060,,,,,,,,,38C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C46,3,8,C,19,,0.11,0.04,0.04,-0.02,0,0.2,0.04
C47,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,100,99.85,100,100,,,,,,,,,1.160,,,,,,,,,39D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C47,3,9,D,19,,0.01,-0.13,-0.08,-0.02,0.1,0.12,0.08
C48,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2662,,,99.78,,,,,,97.6,100,100,101.5,,,,,,,,,1.050,,,,,,,,,39C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C48,3,9,C,19,,0.07,-0.17,0.04,-0.1,-0.15,0.03,-0.07
C49,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.70,,266,,,99.85,,,,,,99.4,99.7,100.45,99.85,,,,,,,,,1.050,,,,,,,,,39B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C49,3,9,B,19,,-0.07,-0.15,-0.07,-0.17,-0.04,0.06,-0.13
C50,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,,,9.60,,2665,,,99.89,,,,,,100,99.7,100,99.85,,,,,,,,,1.270,,,,,,,,,43D23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C50,4,3,D,23,,0.17,-0.27,0.05,-0.18,-0.21,-0.02,-0.15
C51,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2664,,,99.85,,,,,,99.85,99.4,99.85,100.3,,,,,,,,,1.220,,,,,,,,,39B23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C51,3,9,B,23,,0,-0.26,-0.04,-0.21,-0.13,0.17,-0.03
C52,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,99.85,99,99.85,100.75,,,,,,,,,1.130,,,,,,,,,39A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C52,3,9,A,23,,0.01,-0.29,0.08,-0.09,-0.21,0.05,-0.1
C53,,23,,,10/11/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,9/12/2021,,,9/12/2021,,,,,,,,,,,,,9.50,,2660,,,99.70,,,,,,99.4,99.55,100.15,99.7,,,,,,,,,1.090,,,,,,,,,,,,,,5aa,5aa,5aa,5aa,,5aa,,,,C53,,,,,,0.11,-0.16,-0.03,-0.18,-0.12,0.1,-0.1
C54,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2661,,,99.74,,,,,,99.85,99.85,99.55,99.7,,,,,,,,,1.210,,,,,,,,,40A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C54,4,0,A,23,,0.13,-0.27,0.04,-0.07,-0.24,0.16,0.08
C55,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2660,,,99.70,,,,,,98.35,100.15,99.25,101.05,,,,,,,,,1.220,,,,,,,,,40B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C55,4,0,B,23,,0.15,-0.24,0.08,-0.1,-0.2,0.07,-0.01
C56,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2662,,,99.78,,,,,,99.7,100.15,99.4,99.8,,,,,,,,,1.050,,,,,,,,,39A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C56,3,9,A,19,,0.1,-0.25,-0.08,-0.11,-0.14,-0.01,0.01
C57,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2667,,,99.96,,,,,,99.4,99.7,100,100.75,,,,,,,,,1.130,,,,,,,,,40A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C57,4,0,A,19,,-0.09,-0.04,0.16,0.11,-0.05,0.02,0
C58,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.30,,2665,,,99.89,,,,,,99.85,100,99.85,99.85,,,,,,,,,1.010,,,,,,,,,40C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C58,4,0,C,23,,0,-0.17,0.02,-0.08,-0.13,0.05,-0.08
C59,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2664,,,99.85,,,,,,100,99.7,99.7,100,,,,,,,,,1.050,,,,,,,,,40D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C59,4,0,D,23,,0.12,-0.11,0.1,-0.13,-0.07,0.11,-0.14
C60,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2666,,,99.93,,,,,,100,100.6,99.85,99.25,,,,,,,,,1.050,,,,,,,,,40B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C60,4,0,B,19,,0.09,-0.03,0.07,-0.08,-0.01,0.22,-0.03
C61,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,99.85,100,100.3,99.7,,,,,,,,,1.110,,,,,,,,,40C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C61,4,0,C,19,,0.05,-0.19,-0.03,0.2,0.05,0.01,0.03
C62,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2667,,,99.96,,,,,,100,100,99.7,100.15,,,,,,,,,1.160,,,,,,,,,41D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C62,4,1,D,23,,0.07,-0.14,0.17,-0.01,-0.18,0.12,-0.1
C63,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.50,,2667,,,99.96,,,,,,99.7,100.15,100,100,,,,,,,,,1.240,,,,,,,,,43C23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C63,4,3,C,23,,0.16,-0.11,0,-0.05,-0.06,0.09,-0.08
C64,,19,,,7/24/2021,,,SG,,,,,,HS,7/24/2021,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2650,,,99.33,,,,,,99.7,99.25,99.55,98.8,,,,,,,,,1.060,,,,,,,,,40D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C64,4,0,D,19,,0.05,-0.23,0.03,-0.07,-0.05,0.14,0.13
C65,,23,,,7/24/2021,,,SG,,,,,,HS,7/24/2021,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2667,,,99.96,,,,,,100.3,99.7,99.55,100.3,,,,,,,,,1.270,,,,,,,,,41C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C65,4,1,C,23,,-0.04,-0.22,-0.01,-0.14,-0.04,0.16,-0.02
C66,,19,,,7/24/2021,,,SG,,,,,,HS,7/24/2021,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,2657,,,99.59,,,,,,99.25,99.55,99.4,100.15,,,,,,,,,1.090,,,,,,,,,41D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C66,4,1,D,19,,0.17,-0.2,-0.04,0.13,-0.07,-0.07,0.01
C67,,19,,,7/24/2021,,,SG,,,,,,HS,7/24/2021,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2659,,,99.66,,,,,,98.65,99.4,99.55,101.05,,,,,,,,,1.000,,,,,,,,,41C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C67,4,1,C,19,,0.03,-0.15,0.04,0,-0.09,-0.03,-0.22
C68,,19,,,7/24/2021,,,SG,,,,,,HS,7/24/2021,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2666,,,99.93,,,,,,100.15,100.45,99.1,100,,,,,,,,,0.990,,,,,,,,,41B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C68,4,1,B,19,,-0.03,-0.08,0.02,0,0.05,0,-0.08
C69,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.40,,2664,,,99.85,,,,,,100.15,99.85,99.55,99.85,,,,,,,,,1.160,,,,,,,,,43B23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C69,4,3,B,23,,-0.02,-0.25,0.11,-0.12,-0.16,0.04,-0.09
C70,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2660,,,99.70,,,,,,98.95,100,98.95,100.9,,,,,,,,,1.050,,,,,,,,,41A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C70,4,1,A,19,,0.15,0.01,0.13,-0.04,0.07,0.15,-0.06
C71,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2660,,,99.70,,,,,,98.8,99.1,99.4,101.5,,,,,,,,,1.130,,,,,,,,,42A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C71,4,2,A,19,,0.05,-0.03,0.11,-0.06,-0.1,0.2,-0.09
C72,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2661,,,99.74,,,,,,99.55,100.9,99.7,98.8,,,,,,,,,1.090,,,,,,,,,42B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C72,4,2,B,19,,-0.01,-0.09,0.12,-0.16,0.06,0.14,0.02
C73,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,2663,,,99.81,,,,,,99.7,99.7,98.8,101.05,,,,,,,,,1.120,,,,,,,,,42C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C73,4,2,C,19,,0.11,-0.24,-0.09,-0.11,-0.03,0.2,-0.07
C74,,19,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,2662,,,99.78,,,,,,98.8,100.9,98.95,100.45,,,,,,,,,1.150,,,,,,,,,42D19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C74,4,2,D,19,,0.19,-0.07,0.09,-0.09,-0.01,0.1,0
C75,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.50,,2659,,,99.66,,,,,,100,99.25,100.45,98.95,,,,,,,,,0.980,,,,,,,,,43D19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C75,4,3,D,19,,-0.06,-0.12,0.03,-0.08,-0.12,0.04,0.16
C76,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.40,,2663,,,99.81,,,,,,100.6,99.55,99.4,99.7,,,,,,,,,1.080,,,,,,,,,43C19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C76,4,3,C,19,,-0.04,-0.22,0.01,0.07,-0.13,0.12,0.2
C77,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,2658,,,99.63,,,,,,99.55,99.25,99.85,99.85,,,,,,,,,1.170,,,,,,,,,41B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C77,4,1,B,23,,0.17,-0.1,0.15,0.25,-0.09,0.18,0.01
C78,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2662,,,99.78,,,,,,98.8,99.4,99.85,101.05,,,,,,,,,1.220,,,,,,,,,41A23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C78,4,1,A,23,,-0.01,-0.11,0.13,-0.09,-0.16,-0.02,0.01
C79,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.40,,2660,,,99.70,,,,,,99.55,99.85,99.1,100.3,,,,,,,,,1.230,,,,,,,,,43A23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C79,4,3,A,23,,0,-0.18,0.03,-0.22,-0.08,0.15,-0.12
C80,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,,,9.50,,2661,,,99.74,,,,,,99.7,99.7,100,99.55,,,,,,,,,1.180,,,,,,,,,46A23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C80,4,6,A,23,,0.14,-0.22,0.05,0,-0.2,0.25,0.06
C81,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,99.4,98.65,100.3,101.5,,,,,,,,,1.160,,,,,,,,,42A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C81,4,2,A,23,,0,-0.33,0.01,-0.1,-0.13,0.14,-0.02
C82,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.50,,2666,,,99.93,,,,,,99.55,100.15,10,100,,,,,,,,,1.300,,,,,,,,,42B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,C82,4,2,B,23,,-0.03,-0.19,0.12,-0.21,-0.07,0.21,-0.1
C83,,23,,,7/24/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/24/2021,,,7/24/2021,,,,,,,,,,,0,,9.40,,2668,,,100.00,,,,,,100.45,100,99.4,100.15,,,,,,,,,1.220,,,,,,,,,42C23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,C83,4,2,C,23,,0.02,-0.32,-0.01,-0.1,-0.31,-0.03,-0.01
C84,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2664,,,99.85,,,,,,99.4,100.15,100.6,99.25,,,,,,,,,1.040,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C84,,,,,,-0.01,-0.06,-0.02,0.12,-0.17,0.05,0.12
C85,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.30,,2663,,,99.81,,,,,,99.7,99.7,100.15,99.7,,,,,,,,,1.020,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C85,,,,,,0.11,-0.2,0.12,0.01,-0.02,0.13,0.13
C86,,19,,,12/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C86,,,,,,,,,,,,
C87,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,99.7,99.85,100,100,,,,,,,,,0.950,,,,,,,,,46A19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C87,4,6,A,19,,0.05,-0.1,0.05,-0.13,-0.18,0.05,0.12
C88,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2664,,,99.85,,,,,,99.7,99.85,100,99.85,,,,,,,,,1.080,,,,,,,,,45D19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C88,4,5,D,19,,-0.03,-0.22,-0.09,0.08,-0.21,0.07,0.07
C89,,19,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.20,,2668,,,100.00,,,,,,98.65,99.1,101.5,100.75,,,,,,,,,0.940,,,,,,,,,45C19,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C89,4,5,C,19,,0.08,-0.13,0.02,-0.1,-0.22,0.01,0.05
C90,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2667,,,99.96,,,,,,99.7,99.55,99.7,100.9,,,,,,,,,1.020,,,,,,,,,46B23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C90,4,6,B,23,,-0.04,-0.13,0.08,0,-0.08,0.02,0.07
C91,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2670,,,100.07,,,,,,99.85,100,100.3,100.15,,,,,,,,,1.150,,,,,,,,,42D23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C91,4,2,D,23,,0.04,-0.11,0.2,-0.04,-0.21,0.08,-0.05
C92,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.40,,2665,,,99.89,,,,,,100.15,99.85,99.7,99.85,,,,,,,,,1.040,,,,,,,,,46C23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C92,4,6,C,23,,0.01,-0.24,0.07,-0.07,-0.15,0.21,-0.07
C93,,23,,,8/12/2021,,,SG,,,,,,HS,,,,,,,,,,,,,,7/25/2021,,,7/25/2021,,,,,,,,,,,0,,9.30,,2665,,,99.89,,,,,,99.85,99.85,99.7,100.15,,,,,,,,,1.200,,,,,,,,,46D23,,,,5aa,5aa,5aa,5aa,5aa,5aa,5aa,,,,C93,4,6,D,23,,0.05,-0.14,0.17,-0.11,-0.25,-0.01,0.06
