 DBN,Don't edit Block occurance,BL,Status,BNL shipment,Shipping date,Comment,Sector,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSBBR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
3258,33,18,7,39,3/30/2021,,26,SG47,37-A,0.83,6/4/2020,Erin,Saad,HCS,HCS-67,6,1195,5000,3805,SA,2/25/2021,SA,9,110,25,d40g,2,2/25/2021,ET,26,3/23/2021,AW,5.2740,2.0700,2.0150,2.1550,1.8420,1.7990,1.9800,346.0,AW,3142,AW,9.08,20210323,2639,W,1.6491,98.91,0.0379,0.8715,1.7810,2.7,0.118,100.15,99.8501,98.2009,97.4513,N,N,,,Zander,20210324,238.022,176.504,1.349,Mina,20210323.1,20210324,Zander,,Adin,Mason,Adin,26C18,3/24/2021,1,3/23/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3258,2,6,C,18,1.013,-0.127,-0.381,-0.2032,-0.1778,-0.762,-0.4064,-0.2286
3259,34,18,7,33,2/2/2021,,20,SG47,37-A,2.25,6/5/2020,Adin,Saad,HCS,HCS-60,6,1185,2680,1495,SA,1/14/2021,JL,9,110,25,d40g,2,1/14/2021,ET,12,1/26/2021,AW,5.2810,2.0680,2.0190,2.1420,1.8540,1.8100,1.9890,347.1,AW,3056,AW,8.80,20210126,2629,W,1.3868,98.54,0.0380,1.1411,4.7927,6.0,0.138,99.5502,99.1004,96.4018,99.1004,N,N,,,Mason,20210127,204.064,116.61,1.750,Erin,20210129,20210127,Mason,,Adin,Adin,Adin,20A18,1/27/2021,1,1/29/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3259,2,0,A,18,0.398,0.0508,-0.4318,-0.1016,-0.508,-0.4572,-0.127,0
3260,35,18,7,35,2/23/2021,,20,SG47,37-A,0.83,6/5/2020,Erin,Saad,HCS,HCS-62,6,1195,4880,3685,SA,1/28/2021,SA,9,110,25,d40g,2,1/28/2021,ET,15,2/12/2021,AW,5.2780,2.0700,2.0070,2.1510,1.8450,1.8030,1.9850,346.3,AW,3132,AW,9.05,20210212,2604,W,4.3853,97.60,0.5376,2.8418,4.5315,7.9,0.181,97.1514,95.5022,99.2504,98.5007,N,N,,,Zander,20210215.1,123.155,92.8583,1.326,Jerome,20210212.1,20210215,Zander,,Adin,Mason,Mason,20B18,2/15/2021,3,2/12/2021,5b,5a,5b,5b,5b,5a,5a,1,1,5b,3260,2,0,B,18,0.981,-0.0254,-0.381,-0.4064,-0.2794,-0.6858,-0.3048,-0.1016
3261,36,18,7,29,12/8/2020,,17,SG47,37-A,0.83,6/5/2020,Erin,Saad,HCS,HCS-55,7,1175,4935,3760,SA,11/24/2020,ET,9,110,25,d40g,3,11/24/2020,ET,9,12/3/2020,AW,5.2820,2.0620,2.0200,2.1560,1.8550,1.8130,2.0000,349.2,AW,3180,AW,9.11,20201203,2662,W,0.4498,99.78,0.0000,0.1878,2.5545,2.7,0.099,101.799,97.901,99.4003,100,N,N,,,Erin,20201204,235.72,182.876,1.289,Adin,20201204.1,20201204,Erin,,Adin,Adin,Adin,17C18,12/4/2020,1,12/4/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3261,1,7,C,18,1.001,0.0762,-0.5842,-0.0762,-0.1524,-0.4318,-0.0508,0.2794
3262,37,18,7,37,3/15/2021,,26,SG47,37-A,0.83,6/5/2020,Erin,Saad,HCS,HCS-65,6,1190,4915,3725,SA,2/15/2021,JL,9,110,25,d40g,3,2/15/2021,ET,16,3/3/2021,AW,5.2790,2.0750,2.0120,2.1640,1.8700,1.8050,1.9980,350.1,AW,3132,AW,8.95,20210303,2661,W,1.1619,99.74,0.0752,0.5261,2.9688,3.6,0.118,101.349,98.5007,98.8006,100.3,N,N,,,Mason,20210303.4,260.351,228.189,1.141,Mason,20210303.2,20210303,Mason,,Adin,Adin,Adin,26D18,3/3/2021,0,3/3/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3262,2,6,D,18,0.991,0,-0.254,-0.2794,0.0508,-0.0508,-0.254,0.2286
3263,38,18,7,41,4/13/2021,,28,SG47,37-A,0.83,6/5/2020,Erin,Saad,HCS,HCS-70,7,1180,5005,3825,SA,3/15/2021,JL,10,110,25,d40g,3,3/15/2021,ET,22,4/6/2021,AW/LR,5.2760,2.0650,2.0220,2.1470,1.8420,1.8000,1.9880,346.2,AW/LR,3104,AW/LR,8.97,20210406,2649,W,0.6372,99.29,0.0378,0.6040,3.4353,4.1,0.130,100,99.2504,98.3508,99.5502,N,N,,,Mina,20210407,138.186,168.267,0.821,Vrishin,20210406.1,20210406.3,Jerome,,Adin,Adin,Mina,28A18,4/7/2021,1,4/6/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3263,2,8,A,18,1.018,-0.0762,-0.508,-0.0254,-0.381,-0.762,-0.381,-0.0254
3264,39,18,7,40,4/6/2021,,31,SG47,37-A,1.50,6/5/2020,Sparsh,Saad,HCS,HCS-69,6,1195,4925,3730,SA,3/9/2021,SA,10,110,25,d40g,2,3/9/2021,ET,21,3/30/2021,AW,5.2800,2.0620,2.0020,2.1520,1.8630,1.8000,1.9890,346.8,AW,3140,AW,9.05,20210330,2619,W,0.5247,98.16,0.2673,2.6346,5.8801,8.8,0.188,99.8501,98.5007,95.3523,98.9505,N,N,,,Mason,20210330.2,209.485,161.918,1.294,Zander,20210331,20210330,Jerome,,Mason,Adin,Mason,31B18,3/30/2021,0,3/31/2021,5b,5a,5b,5a,5b,5a,5a,1,1,5b,3264,3,1,B,18,0.993,0.0254,-0.5842,-0.5334,-0.254,-0.2286,-0.381,0
3265,40,18,7,37,3/15/2021,,24,SG47,37-A,0.83,6/5/2020,Erin,Saad,HCS,HCS-67,7,1185,4895,3710,SA,2/22/2021,JL,9,110,25,d40g,2,2/22/2021,ET,17,3/11/2021,AW,5.2780,2.0510,2.0080,2.1580,1.8520,1.8130,1.9930,347.4,AW,3110,AW,8.95,20210311,2657,W,0.8246,99.59,0.0000,0.6022,3.9895,4.6,0.133,99.8501,99.7001,98.3508,100.45,N,N,,,Mason,20210312.1,289.991,216.929,1.337,Erin,20210312,20210312,Zander,,Adin,Adin,Adin,24D18,3/12/2021,1,3/12/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3265,2,4,D,18,0.987,-0.0254,-0.8636,-0.381,-0.1016,-0.508,-0.0508,0.1016
3266,41,18,7,33,2/2/2021,,20,SG47,37-A,1.45,6/5/2020,Sparsh,Saad,HCS,HCS-59,6,1190,4750,3560,SA,1/8/2021,JL,9,110,25,d40g,2,1/11/2021,ET,15,1/26/2021,AW,5.2810,2.0740,2.0120,2.1540,1.8650,1.8130,1.9880,348.7,AW,3108,AW,8.91,20210126,2649,W,0.8996,99.29,0.0755,1.2080,6.2665,7.6,0.151,100.9,98.3508,99.5502,98.3508,N,N,,,Mason,20210126.1,446.608,174.219,2.563,Mina,20210127,20210126,Mason,,Adin,Mina,Adin,20C18,1/26/2021,0,1/27/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3266,2,0,C,18,0.947,0.0508,-0.2794,-0.2794,-0.2032,-0.1778,-0.0508,-0.0254
3267,42,18,7,26,11/2/2020,,13,SG47,37-A,1.27,6/8/2020,Sparsh,Saad,HCS,HCS-49,6,1190,5025,3835,SA,10/20/2020,SA,8,110,25,d40g,2,10/20/2020,ET,6,10/26/2020,AW,5.2790,2.0700,2.0190,2.1480,1.8560,1.8040,1.9910,347.6,AW,3186,AW,9.17,20201026,2650,W,2.8111,99.33,0.0755,1.4340,4.7170,6.2,0.162,101.349,97.7511,99.4003,98.8006,N,N,,,Will,20201028,300.46,186.689,1.609,Adin,20201027,20201029,Erin,,Adin,Adin,Adin,13D18,10/28/2020,2,10/27/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3267,1,3,D,18,1.02,0,-0.381,-0.1016,-0.3556,-0.4064,-0.2794,0.0508
3268,43,18,7,26,11/2/2020,,13,SG47,37-A,0.83,6/9/2020,Erin,Saad,HCS,HCS-48,7,1180,4905,3725,SA,10/9/2020,SA,8,110,25,d40g,2,10/12/2020,ET,9,10/21/2020,AW,5.2760,2.0650,2.0170,2.1520,1.8650,1.8140,1.9950,348.6,AW,3156,AW,9.05,20201021,2661,W,0.1124,99.74,0.0000,0.0752,1.0147,1.1,0.089,100.75,98.8006,99.7001,99.7001,N,N,,,Erin,20201023,413.668,304.396,1.359,Erin,20201022,20201023,Erin,,Adin,Adin,Adin,13B18,10/23/2020,2,10/22/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3268,1,3,B,18,0.991,-0.0762,-0.508,-0.1524,-0.254,-0.1778,-0.0254,0.1524
3269,44,18,7,35,2/23/2021,,22,SG47,37-A,0.58,6/9/2020,Erin,Saad,HCS,HCS-61,6,1195,4990,3795,SA,1/25/2021,JL,9,110,25,d40g,2,1/25/2021,ET,14,2/8/2021,AW,5.2740,2.0720,2.0050,2.1530,1.8500,1.7910,1.9880,346.1,AW,3114,AW,9.00,20210208,2651,W,2.3238,99.36,0.0754,1.2071,4.6398,5.9,0.138,101.499,98.3508,99.5502,98.051,N,N,,,Zander,20210208.2,106.538,75.3963,1.413,Vrishin,20210209,20210208,Zander,,Adin,Mason,Mason,22A18,2/8/2021,0,2/9/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3269,2,2,A,18,1.01,-0.127,-0.3302,-0.4572,-0.2286,-0.5588,-0.6096,-0.0254
3270,45,18,7,28,11/23/2020,PATCH JOB,16,SG47,37-A,0.67,6/9/2020,Erin,Saad,HCS,HCS-52,7,1175,5010,3835,SA,11/4/2020,JT,8,110,25,d40g,2,11/4/2020,ET,12,11/16/2020,AW,5.2590,2.0630,2.0190,2.1510,1.8510,1.8150,1.9930,346.6,AW,3158,AW,9.11,20201116,2640,W,2.9985,98.95,1.1364,98.5606,0.0000,99.7,0.125,98.6507,98.2009,99.2504,99.7001,N,N,,,Zander,20201118,298.148,219.831,1.356,Adin,20201117,20201118,Zander,,Adin,Adin,Mina,16C18,11/18/2020,2,11/17/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3270,1,6,C,18,1.02,-0.508,-0.5588,-0.1016,-0.2794,-0.5334,0,0.1016
3271,46,18,7,26,11/2/2020,PATCH JOB,13,SG47,37-A,0.67,6/9/2020,Erin,Saad,HCS,HCS-48,6,1190,4970,3780,SA,10/13/2020,SA,8,110,25,d40g,2,10/13/2020,ET,10,10/23/2020,AW,5.2750,2.0620,2.0160,2.1550,1.8570,1.8250,1.9910,348.4,AW,3158,AW,9.06,20201023,2635,W,0.1124,98.76,0.0759,0.6072,6.8691,7.6,0.151,97.901,99.4003,98.6507,99.1004,N,N,,,Mason,20201027.1,267.282,170.651,1.566,testrun,20201028,20201027,Mason,,Adin,Zander,Zander,13C18,10/27/2020,4,10/28/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3271,1,3,C,18,1.006,-0.1016,-0.5842,-0.1778,-0.1778,-0.381,0.254,0.0508
3272,47,18,7,33,2/2/2021,,23,SG47,37-A,0.83,6/9/2020,Erin,Saad,HCS,HCS-59,7,1180,4755,3575,SA,1/13/2021,JL,9,110,25,d40g,1.5,1/13/2021,ET,13,1/26/2021,AW,5.2810,2.0700,2.0210,2.1480,1.8610,1.8130,1.9870,348.1,AW,3066,AW,8.81,20210126,2657,W,0.5622,99.59,0.1129,1.0538,3.5378,4.7,0.135,100.9,98.6507,98.6507,100.15,N,N,,,Mason,20210127,225.559,190.298,1.185,Mina,20210127.2,20210127,Mason,,Adin,Adin,Adin,23C18,1/27/2021,1,1/27/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3272,2,3,C,18,0.951,0.0508,-0.381,-0.0508,-0.3556,-0.2794,-0.0508,-0.0508
3273,48,18,7,28,11/23/2020,,16,SG47,37-A,0.67,6/9/2020,Erin,Saad,HCS,HCS-50,7,1175,4870,3695,SA,10/27/2020,SA,8,110,25,d40g,2,10/27/2020,ET,8,11/4/2020,AW,5.2820,2.0540,2.0080,2.1500,1.8540,1.8180,1.9970,347.7,AW,3158,AW,9.08,20201104,2654,W,0.4873,99.48,0.0377,0.7159,3.6925,4.4,0.139,98.9505,99.7001,99.7001,99.5502,N,N,,,Adin,20201106.1,326.587,219.087,1.491,Jerome,20201106,20201106,Erin,,Adin,Mason,Adin,16A18,11/6/2020,2,11/6/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3273,1,6,A,18,0.983,0.0762,-0.7874,-0.381,-0.3048,-0.4572,0.0762,0.2032
3274,49,18,7,46,5/18/2021,,34,SG47,37-A,0.75,6/9/2020,Erin,Saad,HCS,HCS-72,6,1205,4925,3720,SA,3/24/2021,JL,10,110,25,d40g,2,3/24/2021,ET,20,4/13/2021,AW,5.2720,2.0620,2.0060,2.1480,1.8390,1.8090,1.9860,345.3,AW,3154,AW,9.14,20210413,2605,W,1.7991,97.64,0.1919,1.7658,2.4568,4.4,0.149,99.2504,98.9505,96.1019,96.2519,N,N,,,Zander,20210503.4,364.097,218.723,1.665,Jerome,20210503.1,20210430,Mason,,Mason,Mason,Adin,34D18,5/3/2021,20,5/3/2021,5b,5a,5b,5b,5a,5a,5a,1,1,5b,3274,3,4,D,18,0.99,-0.1778,-0.5842,-0.4318,-0.3556,-0.8382,-0.1524,-0.0762
3275,50,18,7,36,3/2/2021,,22,SG47,37-A,0.83,6/9/2020,Erin,Saad,HCS,HCS-63,7,1180,4670,3490,SA,2/3/2021,JL,9,110,25,d40g,1.5,2/3/2021,ET,19,2/22/2021,AW,5.2770,2.0650,2.0190,2.1500,1.8550,1.8160,1.9880,347.7,AW,2998,AW,8.62,20210222,2659,W,2.3239,99.66,0.0752,1.2411,4.9643,6.3,0.146,99.8501,99.7001,99.2504,99.8501,N,N,,,Jerome,20210223.3,238.888,187.815,1.272,Vrishin,20210223,20210223.1,Jerome,,Adin,Mina,Zander,22B18,2/23/2021,1,2/23/2021,5c,5c,5a,5a,5a,5a,5a,1,1,5a,3275,2,2,B,18,0.929,-0.0508,-0.508,-0.1016,-0.3048,-0.4318,0.0254,-0.0254
3276,51,18,7,42,4/20/2021,,29,SG47,37-A,0.83,6/10/2020,Erin,Saad,HCS,HCS-72,8,1145,4985,3840,SA,3/23/2021,SA,10,110,25,d40g,2.5,3/23/2021,ET,18,4/10/2021,AW,5.2800,2.0670,2.0150,2.1530,1.8380,1.8070,1.9730,345.7,AW,3194,AW,9.24,20210410,2645,W,1.4617,99.14,0.0378,0.4159,3.4027,3.9,0.116,99.2504,99.7001,97.901,99.7001,N,N,,,Zander,20210412.2,326.06,213.885,1.524,Erin,20210412,20210412,Mason,,Mason,Mason,Adin,29D18,4/12/2021,2,4/12/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3276,2,9,D,18,1.022,0.0254,-0.4572,-0.2032,-0.2286,-0.8636,-0.2032,-0.4064
3277,52,18,8,,,PATCH JOB/ 13 connected holes with also ~15 buried fibers (not the same as the previous 13),,SG47,37-A,0.83,6/10/2020,Erin,Saad,HCS,HCS-58,7,1175,4925,3750,SA,1/7/2021,SA,9,110,25,d40g,2,1/7/2021,ET,21,1/28/2021,AW,5.2740,2.0500,2.0220,2.1510,1.8530,1.8180,1.9960,347.6,AW,3152,AW,9.07,20210128,2601,W,0.0375,97.49,0.0384,0.9996,4.4598,5.5,0.151,99.8501,98.6507,92.9535,98.5007,N,Y,,,Mason,20210201.2,122.491,177.985,0.688,Jerome,20210201,,,,Adin,Mina,,,2/1/2021,4,2/1/2021,8,5a,5b,5b,5c,8,8,FALSE,FALSE,8,3277,,,,,0.998,-0.127,-0.889,-0.0254,-0.2794,-0.4826,0.0762,0.1778
3278,53,18,7,35,2/23/2021,,23,SG47,37-A,0.75,6/10/2020,Erin,Saad,HCS,HCS-62,7,1180,4880,3700,SA,1/29/2021,SA,9,10,25,d40g,2,1/29/2021,ET,14,2/12/2021,AW,5.2780,2.0570,2.0070,2.1550,1.8600,1.8120,1.9920,347.6,AW,3132,AW,9.01,20210212,2646,W,4.5352,99.18,0.6425,2.6077,4.8753,8.1,0.190,100.45,97.0015,99.8501,99.4003,N,N,,,Zander,20210215.1,117.617,92.8583,1.267,Jerome,20210212.1,20210215,Zander,,Adin,Mason,Mason,23B18,2/15/2021,3,2/12/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3278,2,3,B,18,0.985,-0.0254,-0.7112,-0.4064,-0.1778,-0.3048,-0.0762,0.0762
3279,54,18,7,46,5/18/2021,,32,SG47,37-A,0.75,6/10/2020,Erin,Saad,HCS,HCS-74,8,1145,4795,3650,SA,4/1/2021,SA,10,110,25,d40g,2,4/1/2021,ET,9,4/10/2021,AW,5.2610,2.0720,2.0180,2.1480,1.8650,1.7940,1.9810,345.6,AW,3100,AW,8.97,20210410,2631,W,2.0240,98.61,0.1140,1.1783,4.7130,6.0,0.144,100.15,99.1004,98.8006,96.4018,N,N,,,Zander,20210412.2,338.621,213.885,1.583,Erin,20210412,20210412,Mason,,Mason,Mason,Adin,32A18,4/12/2021,2,4/12/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3279,3,2,A,18,0.971,-0.4572,-0.3302,-0.127,-0.3556,-0.1778,-0.5334,-0.2032
3280,55,18,7,43,4/27/2021,,28,SG47,37-A,0.83,6/11/2020,Erin,Saad,HCS,HCS-73,7,1185,4860,3675,SA,3/31/2021,JL,10,110,25,d40g,2,3/31/2021,ET,16,4/16/2021,AW,5.2750,2.0690,2.0170,2.1470,1.8470,1.8010,1.9900,346.5,AW,3130,AW,9.03,20210416,2630,W,0.5622,98.58,0.0760,0.6084,6.3498,7.0,0.164,94.3028,111.994,87.1064,100.9,N,N,,,Mina,20210421.7,274.587,282.323,0.973,Mina,20210421,20210420,Mina,,Adin,Adin,Adin,28B18,4/21/2021,5,4/21/2021,5b,5a,5b,5a,5b,5a,5a,1,1,5b,3280,2,8,B,18,0.978,-0.1016,-0.4064,-0.1524,-0.381,-0.635,-0.3556,0.0254
3281,56,18,8,,,died in machining; top fibers exposed,,SG47,37-A,0.83,6/11/2020,Erin,Saad,HCS,HCS-50,6,1190,4920,3730,SA,10/26/2020,SA,8,110,25,d40g,2,10/26/2020,ET,25,11/20/2020,,,,,,,,,0.0,,,,#DIV/0!,,#NUM!,,,,,,,,,,,,,,,,,,#NUM!,#NUM!,,,,,,,,,,,,#NUM!,#NUM!,#NUM!,8,#DIV/0!,8,#N/A,#N/A,#N/A,#N/A,FALSE,FALSE,#N/A,3281,,,,,0.993,-134.0866,-52.959,-51.3842,-54.9148,-47.5488,-46.101,-50.5206
3282,57,18,7,26,11/2/2020,PATCH JOB,14,SG47,37-A,0.83,6/11/2020,Erin,Saad,HCS,HCS-49,6,1190,5130,3940,SA,10/16/2020,SA,8,110,25,d40g,2.5,10/16/2020,ET,11,10/27/2020,AW,5.2770,2.0720,2.0130,2.1500,1.8480,1.8030,1.9920,347.2,AW,3200,AW,9.22,20201027,2635,N,0.1874,98.76,0.0380,1.2903,4.5161,5.8,0.141,96.7016,97.7511,99.5502,101.049,N,N,,,Mason,20201027.1,234.738,170.651,1.376,testrun,20201028,20201027,Mason,,Adin,Zander,Zander,14C18,10/27/2020,0,10/28/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3282,1,4,C,18,1.048,-0.0508,-0.3302,-0.254,-0.3048,-0.6096,-0.3048,0.0762
3283,58,18,7,27,11/17/2020,,15,SG47,37-A,0.75,6/11/2020,Erin,Saad,HCS,HCS-50,7,1175,4935,3760,SA,10/22/2020,SA,8,110,25,d40g,4,10/22/2020,ET,13,11/4/2020,AW,5.2480,2.0700,2.0220,2.1490,1.8440,1.8070,1.9950,345.7,AW,3188,AW,9.22,20201104,2640,W,0.4872,98.95,0.0000,1.1742,5.1136,6.3,0.173,99.7001,100.15,99.4003,96.5517,N,N,,,Mina/Jerome,20201105,415.671,210.768,1.972,Erin,20201105,20201105,Jerome,,Adin,Adin,Adin,15D18,11/5/2020,1,11/5/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3283,1,5,D,18,1.001,-0.7874,-0.381,-0.0254,-0.3302,-0.7112,-0.2032,0.1524
3284,59,18,7,45,5/10/2021,,29,SG47,37-A,0.83,6/11/2020,Erin,Saad,HCS,HCS-78,9,1150,4830,3680,SA,4/27/2021,VM,10,110,25,d40g,1.5,4/27/2021,ET,3,4/30/2021,AW/LR,5.2810,2.0650,2.0160,2.1400,1.8470,1.8020,1.9900,346.1,AW,3084,AW,8.91,20210430,2647,W,1.6117,99.21,0.3022,1.4356,3.7023,5.4,0.150,99.7001,99.4003,98.3508,99.4003,N,N,,,Zander,20210503,286.326,181.545,1.577,Erin,20210430.2,20210430,Mason,,Mason,Mason,Adin,29C18,5/3/2021,3,4/30/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3284,2,9,C,18,0.979,0.0508,-0.508,-0.1778,-0.5588,-0.635,-0.3302,0.0254
3285,60,18,7,36,3/2/2021,,22,SG47,37-A,0.67,6/11/2020,Erin,Saad,HCS,HCS-64,5,1165,4890,3725,SA,2/9/2021,SA,9,110,25,d40g,2,2/9/2021,ET,13,2/22/2021,AW,5.2770,2.0570,2.0130,2.1450,1.8510,1.8070,1.9850,345.8,AW,3136,AW,9.07,20210222,2629,W,1.3118,98.54,0.3043,2.2442,6.2001,8.7,0.172,99.7001,97.7511,99.5502,97.1514,N,N,,,Jerome,20210223.3,252.276,187.815,1.343,Vrishin,20210223,20210223.1,Jerome,,Adin,Mina,Zander,22C18,2/23/2021,1,2/23/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3285,2,2,C,18,0.991,-0.0508,-0.7112,-0.254,-0.4318,-0.5334,-0.2032,-0.1016
3286,61,18,8,,,PATCH JOB JON,,SG47,37-B,0.58,6/12/2020,Erin,Saad,HCS,HCS-61,5,1170,4695,3525,SA,1/25/2021,JL,9,110,25,d40g,1.5,1/25/2021,ET,29,2/23/2021,AW,5.2540,2.0490,2.0270,2.1420,1.8410,1.7960,1.9860,343.5,AW,3030,AW,8.82,20210223,2577,W,2.5487,96.59,0.0388,3.5312,6.9849,10.6,0.189,95.6522,99.5502,92.6537,98.5007,N,Y,,,Mina,20210223.4,187.59,204.153,0.919,Zander,20210224.1,20210224,Zander,,Adin,Zander,Adin,,2/23/2021,0,2/24/2021,8,5a,5b,5c,5b,8,5a,1,1,8,3286,,,,,0.938,-0.635,-0.9144,0.1016,-0.508,-0.7874,-0.4826,-0.0762
3287,62,18,7,31,1/11/2021,,18,SG47,37-B,1.75,6/12/2020,Sparsh,Saad,HCS,HCS-57,7,1170,4885,3715,ET,12/17/2020,JL,9,110,25,d40g,3,12/17/2020,ET,20,1/6/2021,AW,5.2670,2.0670,2.0210,2.1550,1.8490,1.7860,1.9880,346.1,AW,3172,AW,9.17,20210106,2625,W,0.8246,98.39,0.0381,1.0667,2.5905,3.7,0.126,96.7016,99.1004,98.051,99.7001,N,N,,,Mason,20210107.3,242.845,248.566,0.977,Mason,20210107,20210107,Mason,,Adin,Adin,Adin,18A18,1/7/2021,1,1/7/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3287,1,8,A,18,0.989,-0.3048,-0.4572,-0.0508,-0.1778,-0.5842,-0.7366,-0.0254
3288,63,18,7,32,1/26/2021,,18,SG47,37-B,0.50,6/12/2020,Erin,Saad,HCS,HCS-58,6,1200,4975,3775,SA,1/5/2021,SA,9,110,25,d40g,2,1/6/2021,ET,13,1/19/2021,AW,5.2790,2.0740,2.0080,2.1440,1.8680,1.8080,1.9900,347.5,AW,3156,AW,9.08,20210119,2658,W,1.9490,99.63,0.0376,1.8059,4.8533,6.7,0.156,101.649,98.2009,99.5502,99.1004,N,N,,,Mason,20210119,254.189,246.198,1.032,Mason,20210120,20210120,Mason,,Adin,Adin,Adin,18C18,1/19/2021,0,1/20/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3288,1,8,C,18,1.005,0,-0.2794,-0.381,-0.4572,-0.1016,-0.1778,0.0254
3289,64,18,7,45,5/10/2021,,32,SG47,37-B,0.58,6/12/2020,Erin,Saad,HCS,HCS-74,7,1180,4860,3680,SA,4/5/2021,JL,10,110,25,d40g,3,4/5/2021,ET,11,4/16/2021,AW,5.2750,2.0710,2.0080,2.1520,1.8440,1.8020,1.9900,346.6,AW,3076,AW,8.88,20210416,2650,W,0.8246,99.33,0.0377,2.9811,11.5094,14.5,0.247,100,99.5502,98.9505,98.8006,N,N,,,Mason,20210419.4,365.063,265.62,1.374,Erin,20210419,20210419,Mason,,Adin,Adin,Mina,32B18,4/19/2021,3,4/19/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3289,3,2,B,18,0.979,-0.1016,-0.3556,-0.381,-0.254,-0.7112,-0.3302,0.0254
3290,65,18,7,25,10/26/2020,,14,SG47,37-B,1.30,6/12/2020,Sparsh,Saad,HCS,HCS-47,6,1190,4970,3780,SA,10/7/2020,SA,8,110,25,d40g,1.5,10/8/2020,ET,8,10/16/2020,AW,5.2750,2.0700,2.0170,2.1570,1.8610,1.8130,1.9910,348.7,AW,3138,AW,9.00,20201016,2646,W,0.5997,99.18,0.0000,1.1716,3.3258,4.5,0.138,100.75,99.2504,99.1004,97.6012,N,N,,,Mason,20201020.1,245.046,194.028,1.263,Adin,20201020,20201020,Mason,,Adin,Adin,Adin,14D18,10/20/2020,4,10/20/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,3290,1,4,D,18,1.006,-0.1016,-0.381,-0.1524,-0.127,-0.2794,-0.0508,0.0508
3291,66,18,7,33,2/2/2021,,21,SG47,37-B,0.58,6/12/2020,Erin,Saad,HCS,HCS-58,7,1175,4920,3745,SA,12/30/2020,SA,9,110,25,d40g,2.5,1/4/2021,ET,15,1/19/2021,AW,5.2810,2.0570,2.0070,2.1570,1.8570,1.8090,1.9930,347.8,AW,3184,AW,9.15,20210119,2652,W,0.1499,99.40,0.0377,0.7919,4.4872,5.3,0.132,100.75,98.3508,98.8006,99.7001,N,N,,,Mason,20210119,255.721,246.198,1.039,Mason,20210120,20210120,Mason,,Adin,Adin,Adin,21A18,1/19/2021,0,1/20/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,3291,2,1,A,18,0.997,0.0508,-0.7112,-0.4064,-0.127,-0.381,-0.1524,0.1016
